pkgpath,cheatsite,strong_sig,weak_sig,fullwidth_str,fullwidth_cls,japanese_cls,singlechar_cls,numeric_cls,novowel_cls,avg_entropy,high_entropy,reflection,runtime_exec,http_download,http_exfil,nested_hollow,fake_identity,filename_client,random_name,verified,legit_modid,label,source
0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.6748,0.0,0.6667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,real:asm
0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.6748,0.0,0.6667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,real+verified:asm
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6612,0.0,0.1667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,real:asm-tree
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6612,0.0,0.1667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,real:asm-tree
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6612,0.0,0.1667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,real:asm-tree
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6612,0.0,0.1667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,real+verified:asm-tree
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6746,0.0,0.6667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,real:asm-commons
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6746,0.0,0.6667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,real:asm-commons
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6746,0.0,0.6667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,real:asm-commons
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6746,0.0,0.6667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,real+verified:asm-commons
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.658,0.0,0.3333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,real:fastutil
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.658,0.0,0.3333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,real:fastutil
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.658,0.0,0.3333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,real:fastutil
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.658,0.0,0.3333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,real+verified:fastutil
0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.6455,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,real:netty-common
0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.6455,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,real:netty-common
0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.6455,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,real:netty-common
0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.6455,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,real+verified:netty-common
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,real:netty-buffer
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,real:netty-buffer
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,real:netty-buffer
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,real+verified:netty-buffer
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6788,0.0,0.1667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,real:kotlin-stdlib
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6788,0.0,0.1667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,real:kotlin-stdlib
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6788,0.0,0.1667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,real:kotlin-stdlib
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6788,0.0,0.1667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,real+verified:kotlin-stdlib
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6587,0.0,0.8333,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,real:gson
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6587,0.0,0.8333,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,real:gson
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6587,0.0,0.8333,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,real:gson
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6587,0.0,0.8333,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,real+verified:gson
0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.6531,0.0,0.8333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,real:guava
0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.6531,0.0,0.8333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,real:guava
0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.6531,0.0,0.8333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,real:guava
0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.6531,0.0,0.8333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,real+verified:guava
0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.6551,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,real:log4j-core
0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.6551,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,real:log4j-core
0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.6551,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,real:log4j-core
0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.6551,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0,real+verified:log4j-core
0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.6635,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,real:byte-buddy
0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.6635,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,real:byte-buddy
0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.6635,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,real:byte-buddy
0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.6635,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,real+verified:byte-buddy
0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0023,0.6623,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,real:javassist
0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0023,0.6623,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,real:javassist
0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0023,0.6623,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,real:javassist
0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0023,0.6623,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,real+verified:javassist
0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.6638,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,real:HikariCP
0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.6638,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,real:HikariCP
0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.6638,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,real:HikariCP
0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.6638,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,real+verified:HikariCP
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2273,0.6664,0.0,0.1667,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,real:caffeine
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2273,0.6664,0.0,0.1667,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,real:caffeine
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2273,0.6664,0.0,0.1667,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,real:caffeine
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2273,0.6664,0.0,0.1667,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,real+verified:caffeine
0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.6625,0.0,0.6667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,real:snakeyaml
0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.6625,0.0,0.6667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,real:snakeyaml
0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.6625,0.0,0.6667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,real:snakeyaml
0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.6625,0.0,0.6667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,real+verified:snakeyaml
0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.6686,0.0,0.1667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,real:jackson-databind
0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.6686,0.0,0.1667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,real:jackson-databind
0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.6686,0.0,0.1667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,real:jackson-databind
0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.6686,0.0,0.1667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,real+verified:jackson-databind
0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.6556,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,real:commons-lang3
0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.6556,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,real:commons-lang3
0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.6556,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,real:commons-lang3
0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.6556,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,real+verified:commons-lang3
0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.6541,0.0,0.1667,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,real:commons-io
0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.6541,0.0,0.1667,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,real:commons-io
0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.6541,0.0,0.1667,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,real:commons-io
0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.6541,0.0,0.1667,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0,real+verified:commons-io
0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0182,0.6411,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,real:slf4j-api
0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0182,0.6411,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,real:slf4j-api
0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0182,0.6411,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,real:slf4j-api
0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0182,0.6411,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,real+verified:slf4j-api
0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0018,0.6714,0.0,0.3333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,real:commons-compress
0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0018,0.6714,0.0,0.3333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,real:commons-compress
0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0018,0.6714,0.0,0.3333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,real:commons-compress
0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0018,0.6714,0.0,0.3333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,real+verified:commons-compress
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6646,0.0,0.3333,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,real:commons-text
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6646,0.0,0.3333,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,real:commons-text
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6646,0.0,0.3333,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,real:commons-text
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6646,0.0,0.3333,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,real+verified:commons-text
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6542,0.0,0.3333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,real:commons-collections4
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6542,0.0,0.3333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,real:commons-collections4
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6542,0.0,0.3333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,real:commons-collections4
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6542,0.0,0.3333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,real+verified:commons-collections4
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6503,0.0,0.6667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,real:core
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6503,0.0,0.6667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,real:core
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6503,0.0,0.6667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,real:core
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6503,0.0,0.6667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,real+verified:core
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6958,0.0,0.1667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,real:toml
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6958,0.0,0.1667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,real:toml
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6958,0.0,0.1667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,real:toml
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6958,0.0,0.1667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,real+verified:toml
0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.6818,0.0,0.3333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,real:asm-util
0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.6818,0.0,0.3333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,real:asm-util
0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.6818,0.0,0.3333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,real:asm-util
0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.6818,0.0,0.3333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,real+verified:asm-util
0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.6704,0.0,0.1667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,real:asm-analysis
0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.6704,0.0,0.1667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,real:asm-analysis
0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.6704,0.0,0.1667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,real:asm-analysis
0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.6704,0.0,0.1667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,real+verified:asm-analysis
0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0046,0.6679,0.0,0.3333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,real:netty-codec
0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0046,0.6679,0.0,0.3333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,real:netty-codec
0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0046,0.6679,0.0,0.3333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,real:netty-codec
0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0046,0.6679,0.0,0.3333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,real+verified:netty-codec
0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.6641,0.0,0.3333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,real:netty-handler
0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.6641,0.0,0.3333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,real:netty-handler
0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.6641,0.0,0.3333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,real:netty-handler
0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.6641,0.0,0.3333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,real+verified:netty-handler
0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.6471,0.0,0.3333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,real:netty-transport
0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.6471,0.0,0.3333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,real:netty-transport
0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.6471,0.0,0.3333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,real:netty-transport
0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.6471,0.0,0.3333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,real+verified:netty-transport
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6569,0.0,0.3333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,real:jopt-simple
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6569,0.0,0.3333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,real:jopt-simple
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6569,0.0,0.3333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,real:jopt-simple
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6569,0.0,0.3333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,real+verified:jopt-simple
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0041,0.6737,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,real:jline
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0041,0.6737,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,real:jline
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0041,0.6737,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,real:jline
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0041,0.6737,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,real+verified:jline
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,real:jackson-core
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,real:jackson-core
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,real:jackson-core
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,real+verified:jackson-core
